New Terminal Output:
39.3,36.52,1.41,follow,27.25,37.31,3.17
39.4,36.66,1.47,follow,26.71,38.07,3.18
39.5,35.86,-8.0,emergency,,37.16,3.11
39.6,36.01,1.51,follow,26.46,37.34,3.46
39.7,36.2,1.85,follow,29.0,35.02,3.18
39.8,36.32,1.25,follow,26.03,38.27,3.38
39.9,36.49,1.66,follow,26.85,37.64,3.23
40.0,36.64,1.54,follow,26.37,38.37,3.02
40.1,35.84,-8.0,emergency,,34.01,3.05
40.2,35.98,1.34,follow,24.19,39.58,3.52
40.3,36.17,1.89,follow,26.88,37.09,3.15
40.4,36.32,1.5,follow,25.76,38.49,3.37
40.5,36.51,1.94,follow,28.39,36.09,3.22
40.6,36.66,1.51,follow,26.84,37.93,3.7
40.7,36.85,1.92,follow,28.92,36.07,3.08
40.8,37.02,1.71,follow,28.73,36.55,3.09
