New Terminal Output:
PCE Annual data (1973-2023):
    Year  PCE_Nominal
0   1973        849.6
1   1974        930.2
2   1975       1030.5
3   1976       1147.7
4   1977       1274.0
5   1978       1422.3
6   1979       1585.4
7   1980       1750.7
8   1981       1934.0
9   1982       2071.3
10  1983       2281.6
11  1984       2492.3
12  1985       2712.8
13  1986       2886.3
14  1987       3076.3
15  1988       3330.0
16  1989       3576.8
17  1990       3809.0
18  1991       3943.4
19  1992       4197.6
20  1993       4452.0
21  1994       4721.0
22  1995       4962.6
23  1996       5244.6
24  1997       5536.8
25  1998       5877.2
26  1999       6283.8
27  2000       6767.2
28  2001       7073.8
29  2002       7348.9
30  2003       7740.7
31  2004       8232.0
32  2005       8769.1
33  2006       9277.2
34  2007       9746.6
35  2008      10050.1
36  2009       9891.2
37  2010      10260.3
38  2011      10698.9
39  2012      11047.4
40  2013      11388.2
41  2014      11874.5
42  2015      12297.4
43  2016      12726.8
44  2017      13290.6
45  2018      13934.4
46  2019      14437.5
47  2020      14225.7
48  2021      16113.9
49  2022      17690.8
50  2023      18822.8

Shape: (51, 2)
Year range: 1973 to 2023

PFI Annual data (1973-2023):
    Year  PFI_Nominal
0   1973        251.0
1   1974        260.5
2   1975        263.5
3   1976        306.1
4   1977        374.3
5   1978        452.6
6   1979        521.7
7   1980        536.4
8   1981        601.4
9   1982        595.9
10  1983        643.3
11  1984        754.7
12  1985        807.8
13  1986        842.6
14  1987        865.0
15  1988        918.5
16  1989        972.0
17  1990        978.9
18  1991        944.7
19  1992        996.7
20  1993       1086.0
21  1994       1192.7
22  1995       1286.3
23  1996       1401.3
24  1997       1524.7
25  1998       1673.0
26  1999       1826.2
27  2000       1983.9
28  2001       1973.1
29  2002       1910.4
30  2003       2013.0
31  2004       2217.2
32  2005       2477.2
33  2006       2632.0
34  2007       2639.1
35  2008       2506.9
36  2009       2080.4
37  2010       2111.6
38  2011       2286.3
39  2012       2550.5
40  2013       2732.9
41  2014       2989.2
42  2015       3148.4
43  2016       3239.2
44  2017       3435.0
45  2018       3668.4
46  2019       3820.8
47  2020       3791.1
48  2021       4211.6
49  2022       4671.6
50  2023       4943.1

Shape: (51, 2)
Year range: 1973 to 2023

PCE 2024 quarters: [19424.8, 19682.7, 19928.2]
PCE 2024 average: 19678.566666666666

PFI 2024 quarters: [5138.5, 5201.1, 5263.7]
PFI 2024 average: 5201.099999999999

Final PCE Annual data (1973-2024):
    Year   PCE_Nominal
0   1973    849.600000
1   1974    930.200000
2   1975   1030.500000
3   1976   1147.700000
4   1977   1274.000000
5   1978   1422.300000
6   1979   1585.400000
7   1980   1750.700000
8   1981   1934.000000
9   1982   2071.300000
10  1983   2281.600000
11  1984   2492.300000
12  1985   2712.800000
13  1986   2886.300000
14  1987   3076.300000
15  1988   3330.000000
16  1989   3576.800000
17  1990   3809.000000
18  1991   3943.400000
19  1992   4197.600000
20  1993   4452.000000
21  1994   4721.000000
22  1995   4962.600000
23  1996   5244.600000
24  1997   5536.800000
25  1998   5877.200000
26  1999   6283.800000
27  2000   6767.200000
28  2001   7073.800000
29  2002   7348.900000
30  2003   7740.700000
31  2004   8232.000000
32  2005   8769.100000
33  2006   9277.200000
34  2007   9746.600000
35  2008  10050.100000
36  2009   9891.200000
37  2010  10260.300000
38  2011  10698.900000
39  2012  11047.400000
40  2013  11388.200000
41  2014  11874.500000
42  2015  12297.400000
43  2016  12726.800000
44  2017  13290.600000
45  2018  13934.400000
46  2019  14437.500000
47  2020  14225.700000
48  2021  16113.900000
49  2022  17690.800000
50  2023  18822.800000
51  2024  19678.566667

Final PFI Annual data (1973-2024):
    Year  PFI_Nominal
0   1973        251.0
1   1974        260.5
2   1975        263.5
3   1976        306.1
4   1977        374.3
5   1978        452.6
6   1979        521.7
7   1980        536.4
8   1981        601.4
9   1982        595.9
10  1983        643.3
11  1984        754.7
12  1985        807.8
13  1986        842.6
14  1987        865.0
15  1988        918.5
16  1989        972.0
17  1990        978.9
18  1991        944.7
19  1992        996.7
20  1993       1086.0
21  1994       1192.7
22  1995       1286.3
23  1996       1401.3
24  1997       1524.7
25  1998       1673.0
26  1999       1826.2
27  2000       1983.9
28  2001       1973.1
29  2002       1910.4
30  2003       2013.0
31  2004       2217.2
32  2005       2477.2
33  2006       2632.0
34  2007       2639.1
35  2008       2506.9
36  2009       2080.4
37  2010       2111.6
38  2011       2286.3
39  2012       2550.5
40  2013       2732.9
41  2014       2989.2
42  2015       3148.4
43  2016       3239.2
44  2017       3435.0
45  2018       3668.4
46  2019       3820.8
47  2020       3791.1
48  2021       4211.6
49  2022       4671.6
50  2023       4943.1
51  2024       5201.1
