Previous response had warnings:
WARNINGS: - Extra text detected before JSON object
- Extra text detected after JSON object

Current Terminal Screen:
bash: cannot set terminal process group (-1): Inappropriate ioctl for device
bash: no job control in this shell
76.2,29.6511015515,0.14,54.62
76.3,29.6778760737,0.11,54.63
76.4,29.7155167007,0.14,54.72
76.5,29.7529150194,0.15,54.78
76.6,29.7882609263,0.15,54.83
76.7,29.8212996982,0.22,54.96
76.8,29.8575595836,0.31,55.10
76.9,29.8975197079,0.27,55.12
77.0,29.932745219,0.24,55.13
77.1,29.9637795443,0.23,55.18
77.2,29.908020676,0.19,55.05
77.3,29.9011542491,0.14,54.99
77.4,29.9333253045,0.30,55.20
77.5,29.9741257967,0.47,55.43
77.6,30.0239791593,0.46,55.49
77.7,30.0697749857,0.52,55.63
77.8,30.1173450524,0.56,55.73
77.9,30.1648187502,0.85,56.10
78.0,30.2293866629,0.93,56.27
78.1,30.2961530992,0.89,56.33
78.2,30.3569414153,0.77,56.31
78.3,30.3816795086,0.66,56.23
78.4,30.4249180395,0.68,56.32
78.5,30.46794723,0.61,56.31
78.6,30.4951565312,0.50,56.25
78.7,30.5246557624,0.46,56.25
78.8,30.5508534247,0.39,56.22
78.9,30.5716327208,0.59,56.45
79.0,30.6052743298,0.69,56.60
79.1,30.6447024375,0.70,56.67
79.2,30.6833602484,0.85,56.87
79.3,30.7307752445,0.85,56.95
79.4,30.7766758701,0.77,56.93
79.5,30.815382322,0.92,57.14
79.6,30.8631209884,0.96,57.26
79.7,30.912168268,0.85,57.22
79.8,30.9522947467,0.84,57.26
79.9,30.9903034935,0.76,57.24
80.0,31.0221543821,0.64,57.17
root@5872ab224e04:~#
