base,channel,classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,subject_ids,x,y,tool,frame,details,tool_label,rx,ry,angle,closed,points,retired,Filename,file_log,file_rad,Ls,MY,L2_file,L1B_file,data_end_time,data_start_time,Set,package,file_stretch_0_75,file_stretch_0_85,source,session,viewport,started_at,user_agent,utc_offset,finished_at,live_project,interventions,user_language,user_group_ids,subject_dimensions,subject_selection_state,workflow_translation_id,seen_before,frame_file
080110120000,A3,423696622,laswett,2309767.0,14a0e95c4898a777008b,16805,arch_peak_default,11.29,2022-06-28 16:48:29 UTC,,,75332046,362.5592346191406,395.2178955078125,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,4aa6402612b78576960482e2cfa87085561150b592aca3015a1a9900cc4eb32e,"{'width': 1920, 'height': 1057}",2022-06-28T16:48:06.881Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",14400,2022-06-28T16:48:29.392Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T16:36:13.242Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423696622,laswett,2309767.0,14a0e95c4898a777008b,16805,arch_peak_default,11.29,2022-06-28 16:48:29 UTC,,,75332046,1255.423095703125,374.6034240722656,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,4aa6402612b78576960482e2cfa87085561150b592aca3015a1a9900cc4eb32e,"{'width': 1920, 'height': 1057}",2022-06-28T16:48:06.881Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",14400,2022-06-28T16:48:29.392Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T16:36:13.242Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423696622,laswett,2309767.0,14a0e95c4898a777008b,16805,arch_peak_default,11.29,2022-06-28 16:48:29 UTC,,,75332046,1207.752197265625,383.6222534179688,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,4aa6402612b78576960482e2cfa87085561150b592aca3015a1a9900cc4eb32e,"{'width': 1920, 'height': 1057}",2022-06-28T16:48:06.881Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",14400,2022-06-28T16:48:29.392Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T16:36:13.242Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423696622,laswett,2309767.0,14a0e95c4898a777008b,16805,arch_peak_default,11.29,2022-06-28 16:48:29 UTC,,,75332046,420.5374145507813,381.0454406738281,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,4aa6402612b78576960482e2cfa87085561150b592aca3015a1a9900cc4eb32e,"{'width': 1920, 'height': 1057}",2022-06-28T16:48:06.881Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",14400,2022-06-28T16:48:29.392Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T16:36:13.242Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423763398,annab05,2341101.0,9211890b8d47cadd3ae9,16805,arch_peak_default,11.29,2022-06-28 22:54:53 UTC,,,75332046,359.1423034667969,370.6719055175781,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,b4adb995b29ceb758dea471867cf996f22834739fd7a15c7589eb126f6fc4b80,"{'width': 1080, 'height': 772}",2022-06-28T22:54:09.392Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",14400,2022-06-28T22:54:53.519Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T22:51:49.019Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423763398,annab05,2341101.0,9211890b8d47cadd3ae9,16805,arch_peak_default,11.29,2022-06-28 22:54:53 UTC,,,75332046,406.5630187988281,380.156005859375,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,b4adb995b29ceb758dea471867cf996f22834739fd7a15c7589eb126f6fc4b80,"{'width': 1080, 'height': 772}",2022-06-28T22:54:09.392Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",14400,2022-06-28T22:54:53.519Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T22:51:49.019Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423763398,annab05,2341101.0,9211890b8d47cadd3ae9,16805,arch_peak_default,11.29,2022-06-28 22:54:53 UTC,,,75332046,1193.7467651367188,392.8015441894531,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,b4adb995b29ceb758dea471867cf996f22834739fd7a15c7589eb126f6fc4b80,"{'width': 1080, 'height': 772}",2022-06-28T22:54:09.392Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",14400,2022-06-28T22:54:53.519Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T22:51:49.019Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423763398,annab05,2341101.0,9211890b8d47cadd3ae9,16805,arch_peak_default,11.29,2022-06-28 22:54:53 UTC,,,75332046,1247.490234375,399.1243286132813,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,b4adb995b29ceb758dea471867cf996f22834739fd7a15c7589eb126f6fc4b80,"{'width': 1080, 'height': 772}",2022-06-28T22:54:09.392Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",14400,2022-06-28T22:54:53.519Z,True,"{'opt_in': True, 'messageShown': False}",en,[],"[{'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 547, 'clientHeight': 278, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-28T22:51:49.019Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423776850,not-logged-in-5f75a336122c90e8537e,,5f75a336122c90e8537e,16805,arch_peak_default,11.29,2022-06-29 00:37:01 UTC,,,75332046,398.6345520019531,409.3903503417969,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,9a3ad54a0b7a0206ee34689982f53b4f01252898aa90b2aaba15c17774c951d9,"{'width': 1920, 'height': 1007}",2022-06-29T00:35:59.560Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",-7200,2022-06-29T00:36:55.054Z,True,"{'opt_in': False, 'messageShown': False}",en,,"[{'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-29T00:28:39.302Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
080110120000,A3,423776850,not-logged-in-5f75a336122c90e8537e,,5f75a336122c90e8537e,16805,arch_peak_default,11.29,2022-06-29 00:37:01 UTC,,,75332046,366.4244384765625,406.81353759765625,0,0,[],Arch peak marker,,,,,,"{'id': 101781538, 'workflow_id': 16805, 'classifications_count': 20, 'created_at': '2022-04-26T23:35:56.223Z', 'updated_at': '2022-06-30T18:21:53.870Z', 'retired_at': '2022-06-30T18:21:53.863Z', 'subject_id': 75332046, 'retirement_reason': 'classification_count'}",,080109120000/080110120000_A3_log.png,080109120000/080110120000_A3.png,15.51,29.0,https://atmos.nmsu.edu/PDS/data/MROM_2017/DATA/2008/200801/20080110/2008011012_DDR.TAB,https://atmos.nmsu.edu/PDS/data/MROM_1017/DATA/2008/200801/20080110/2008011012_RDR.TAB,2008-01-10 16:00:00,2008-01-10 12:00:00,set_my29_01,80109120000,080109120000/080110120000_A3_contrast_stretch_0_75.png,080109120000/080110120000_A3_contrast_stretch_0_85.png,api,9a3ad54a0b7a0206ee34689982f53b4f01252898aa90b2aaba15c17774c951d9,"{'width': 1920, 'height': 1007}",2022-06-29T00:35:59.560Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",-7200,2022-06-29T00:36:55.054Z,True,"{'opt_in': False, 'messageShown': False}",en,,"[{'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}, {'clientWidth': 1341, 'clientHeight': 683, 'naturalWidth': 1728, 'naturalHeight': 880}]","{'retired': False, 'selected_at': '2022-06-29T00:28:39.302Z', 'already_seen': False, 'selection_state': 'normal', 'finished_workflow': False, 'user_has_finished_workflow': False}",38971.0,,080109120000/080110120000_A3.png
