New Terminal Output:
Answer sheet - STEP 3 data:

Row 20 (Country):
  Col 3: Belarus
  Col 4: Georgia
  Col 5: Moldova
  Col 6: Uzbekistan
  Col 7: Czechia
  Col 8: Latvia
  Col 9: Lithuania
  Col 10: None
  Col 11: None

Row 21 (Gold reserves):
  Col 3: 0
  Col 4: 0
  Col 5: 0
  Col 6: 3877.64
  Col 7: 55092.42
  Col 8: 10121.89
  Col 9: 0
  Col 10: None
  Col 11: None

Row 22 (Gold valuation exposure):
  Col 3: 0
  Col 4: 0
  Col 5: 0
  Col 6: 207.887040842541
  Col 7: 2953.6006866688
  Col 8: 542.652169833638
  Col 9: 0
  Col 10: None
  Col 11: None

Row 23 (Total Reserve):
  Col 3: 5086.3
  Col 4: 14425.9
  Col 5: 0
  Col 6: 5999.34
  Col 7: 66311.75
  Col 8: 175830.49
  Col 9: 0
  Col 10: None
  Col 11: None

Row 24 (RaR):
  Col 3: 0
  Col 4: 0
  Col 5: #DIV/0!
  Col 6: 3.46516518221239
  Col 7: 4.4541136173737
  Col 8: 0.308622338386043
  Col 9: #DIV/0!
  Col 10: None
  Col 11: None
