New Terminal Output:
28.90,30.09,-0.01,cruise,,,
29.00,30.09,-0.01,cruise,,,
29.10,30.09,-0.01,cruise,,,
29.20,30.09,-0.01,cruise,,,
29.30,30.09,-0.01,cruise,,,
29.40,30.09,-0.01,cruise,,,
29.50,30.09,-0.01,cruise,,,
29.60,30.09,-0.01,cruise,,,
29.70,30.09,-0.01,cruise,,,
29.80,30.09,-0.01,cruise,,,
29.90,30.09,-0.01,cruise,,,
30.00,30.09,-8.00,follow,-3.03,52.10,11.05
30.10,29.29,-0.77,follow,-2.27,51.66,11.78
30.20,29.21,-3.09,follow,-2.52,51.29,13.79
30.30,28.90,-2.04,follow,-2.34,51.01,18.49
30.40,28.70,-2.68,follow,-2.42,50.63,13.06
30.50,28.43,-2.42,follow,-2.38,50.27,13.94
30.60,28.19,-2.04,follow,-2.21,50.06,24.97
30.70,27.98,-2.19,follow,-2.15,49.82,20.75
30.80,27.76,-2.29,follow,-2.13,49.51,15.91
