Previous response had warnings:
WARNINGS: - Extra text detected before JSON object
- Extra text detected after JSON object

New Terminal Output:

root@5872ab224e04:~# awk -F',' 'NR>1 && NR<150 {print $1","$2","$3","$4}' simulation_results.csv | head -50
0.0,0.0,3.0,cruise
0.1,0.3,3.0,cruise
0.2,0.6,3.0,cruise
0.3,0.9,3.0,cruise
0.4,1.2,3.0,cruise
0.5,1.5,3.0,cruise
0.6,1.8,3.0,cruise
0.7,2.1,3.0,cruise
0.8,2.4,3.0,cruise
0.9,2.7,3.0,cruise
1.0,3.0,3.0,cruise
1.1,3.3,3.0,cruise
1.2,3.6,3.0,cruise
1.3,3.9,3.0,cruise
1.4,4.2,3.0,cruise
1.5,4.5,3.0,cruise
1.6,4.8,3.0,cruise
1.7,5.1,3.0,cruise
1.8,5.4,3.0,cruise
1.9,5.7,3.0,cruise
2.0,6.0,3.0,cruise
2.1,6.3,3.0,cruise
2.2,6.6,3.0,cruise
2.3,6.9,3.0,cruise
2.4,7.2,3.0,cruise
2.5,7.5,3.0,cruise
2.6,7.8,3.0,cruise
2.7,8.1,3.0,cruise
2.8,8.4,3.0,cruise
2.9,8.7,3.0,cruise
3.0,9.0,3.0,cruise
3.1,9.3,3.0,cruise
3.2,9.6,3.0,cruise
3.3,9.9,3.0,cruise
3.4,10.2,3.0,cruise
3.5,10.5,3.0,cruise
3.6,10.8,3.0,cruise
3.7,11.1,3.0,cruise
3.8,11.4,3.0,cruise
3.9,11.7,3.0,cruise
4.0,12.0,3.0,cruise
4.1,12.3,3.0,cruise
4.2,12.6,3.0,cruise
4.3,12.9,3.0,cruise
4.4,13.2,3.0,cruise
4.5,13.5,3.0,cruise
4.6,13.8,3.0,cruise
4.7,14.1,3.0,cruise
4.8,14.4,3.0,cruise
4.9,14.7,3.0,cruise
root@5872ab224e04:~# awk -F',' '$1>=28 && $1<=35 {print}' simulation_results.csv
28.0,32.4417905354,-0.7247556555,cruise,,,
28.1,32.3693149699,-0.7135003222,cruise,,,
28.2,32.2979649376,-0.7022794808,cruise,,,
28.3,32.2277369896,-0.6910966937,cruise,,,
28.4,32.1586273202,-0.6799554053,cruise,,,
28.5,32.0906317796,-0.668858944,cruise,,,
28.6,32.0237458852,-0.6578105241,cruise,,,
28.7,31.9579648328,-0.6468132476,cruise,,,
28.8,31.8932835081,-0.6358701067,cruise,,,
28.9,31.8296964974,-0.6249839853,cruise,,,
29.0,31.7671980989,-0.614157661,cruise,,,
29.1,31.7057823328,-0.6033938073,cruise,,,
29.2,31.6454429521,-0.5926949951,cruise,,,
29.3,31.5861734525,-0.5820636951,cruise,,,
29.4,31.527967083,-0.5715022792,cruise,,,
29.5,31.4708168551,-0.5610130228,cruise,,,
29.6,31.4147155528,-0.5505981063,cruise,,,
29.7,31.3596557422,-0.5402596172,cruise,,,
29.8,31.3056297805,-0.5299995517,cruise,,,
29.9,31.2526298253,-0.519819817,cruise,,,
30.0,31.2006478436,-1.4485700746,follow,-4.70,52.10,8.94
30.1,31.0557908362,-2.3445161831,follow,-5.05,51.53,8.37
30.2,30.8213392178,-2.5973286419,follow,-5.29,50.94,9.55
30.3,30.5616063537,-2.6666657661,follow,-5.41,50.43,11.41
30.4,30.294939777,-2.4591817089,follow,-5.43,50.02,9.14
30.5,30.0490216062,-2.6629345368,follow,-5.58,49.49,9.47
30.6,29.7827281525,-2.6838977196,follow,-5.68,49.00,13.60
30.7,29.5143383805,-2.267253007,follow,-5.61,48.66,12.37
30.8,29.2876130798,-2.1967420198,follow,-5.64,48.29,10.41
30.9,29.0679388778,-2.3599912229,follow,-5.75,47.85,13.08
31.0,28.8319397556,-2.1690808138,follow,-5.74,47.51,11.36
31.1,28.6150316742,-2.2373967994,follow,-5.81,47.11,11.88
31.2,28.3912919942,-2.2109607331,follow,-5.85,46.74,14.55
31.3,28.1701959209,-2.1089946538,follow,-5.82,46.44,10.10
31.4,27.9592964555,-2.2516622452,follow,-5.94,46.00,10.83
31.5,27.734130231,-2.3035910834,follow,-6.00,45.60,14.46
31.6,27.5037711227,-2.0378515937,follow,-5.95,45.31,13.88
31.7,27.2999859633,-2.0,follow,-5.95,45.00,21.84
31.8,27.0999859633,-2.0,follow,-5.84,44.81,16.12
31.9,26.8999859633,-2.0,follow,-5.79,44.56,15.05
32.0,26.6999859633,-2.0,follow,-5.77,44.28,73.80
32.1,26.4999859633,-2.0,follow,-5.51,44.24,26.49
32.2,26.2999859633,-2.0,follow,-5.36,44.09,35.27
32.3,26.0999859633,-2.0,follow,-5.16,43.99,20.27
32.4,25.8999859633,-2.0,follow,-5.06,43.79,33.43
32.5,25.6999859633,-0.0215133179,follow,-4.87,43.68,70.45
32.6,25.6978346315,-0.5852837898,follow,-4.93,43.62,28.00
32.7,25.6393062525,-0.5837732949,follow,-4.99,43.47,120.98
32.8,25.5809289231,-0.7605788601,follow,-4.93,43.44,42.13
32.9,25.504871037,-0.7671144701,follow,-4.91,43.34,59.79
33.0,25.42815959,-0.8113309083,follow,-4.86,43.28,49.28
33.1,25.3470264992,-0.3950902266,follow,-4.82,43.20,
33.2,25.3075174765,-0.5283841219,follow,-4.65,43.31,136.39
33.3,25.2546790644,-0.7301450744,follow,-4.60,43.28,41.43
33.4,25.1816645569,-0.4817351496,follow,-4.59,43.18,
33.5,25.133491042,-0.7223427036,follow,-4.47,43.23,41.04
33.6,25.0612567716,-0.5518484544,follow,-4.46,43.13,
33.7,25.0060719262,-0.8445134279,follow,-4.36,43.15,29.23
33.8,24.9216205834,-0.8350008106,follow,-4.37,43.01,46.67
33.9,24.8381205023,-0.5626719171,follow,-4.33,42.93,
34.0,24.7818533106,-0.3443496972,follow,-4.21,42.96,
34.1,24.7474183409,-0.3265340514,follow,-4.08,43.04,
34.2,24.7147649357,-0.3489000569,follow,-3.99,43.08,
34.3,24.67987493,-0.3780282777,follow,-3.91,43.11,
34.4,24.6420721023,-0.5795831847,follow,-3.84,43.12,57.34
34.5,24.5841137838,-0.5217742698,follow,-3.83,43.05,346.86
34.6,24.5319363568,-0.4496014193,follow,-3.75,43.04,
34.7,24.4869762149,-0.1475483987,follow,-3.67,43.06,
34.8,24.472221375,-0.1314674546,follow,-3.52,43.19,
34.9,24.4590746295,-0.4637462861,follow,-3.42,43.27,55.54
35.0,24.4127000009,-0.2355800946,follow,-3.42,43.20,
root@5872ab224e04:~#
