time,ego_speed,lead_speed,distance
0.0,0.0,,
0.1,0.30000000000000004,,
0.2,0.6000000000000001,,
0.30000000000000004,0.9000000000000001,,
0.4,1.2000000000000002,,
0.5,1.5,,
0.6000000000000001,1.8000000000000003,,
0.7000000000000001,2.1,,
0.8,2.4000000000000004,,
0.9,2.7,,
1.0,3.0,,
1.1,3.3000000000000003,,
1.2000000000000002,3.6000000000000005,,
1.3,3.9000000000000004,,
1.4000000000000001,4.2,,
1.5,4.5,,
1.6,4.800000000000001,,
1.7000000000000002,5.1000000000000005,,
1.8,5.4,,
1.9000000000000001,5.7,,
2.0,6.0,,
2.1,6.300000000000001,,
2.2,6.6000000000000005,,
2.3000000000000003,6.9,,
2.4000000000000004,7.200000000000001,,
2.5,7.5,,
2.6,7.800000000000001,,
2.7,8.100000000000001,,
2.8000000000000003,8.4,,
2.9000000000000004,8.700000000000001,,
3.0,9.0,,
3.1,9.3,,
3.2,9.600000000000001,,
3.3000000000000003,9.9,,
3.4000000000000004,10.200000000000001,,
3.5,10.5,,
3.6,10.8,,
3.7,11.100000000000001,,
3.8000000000000003,11.4,,
3.9000000000000004,11.700000000000001,,
4.0,12.0,,
4.1000000000000005,12.3,,
4.2,12.600000000000001,,
4.3,12.899999999999999,,
4.4,13.200000000000001,,
4.5,13.5,,
4.6000000000000005,13.8,,
4.7,14.100000000000001,,
4.800000000000001,14.400000000000002,,
4.9,14.700000000000001,,
5.0,15.0,,
5.1000000000000005,15.3,,
5.2,15.600000000000001,,
5.300000000000001,15.900000000000002,,
5.4,16.200000000000003,,
5.5,16.5,,
5.6000000000000005,16.8,,
5.7,17.1,,
5.800000000000001,17.400000000000002,,
5.9,17.700000000000003,,
6.0,18.0,,
6.1000000000000005,18.3,,
6.2,18.6,,
6.300000000000001,18.900000000000002,,
6.4,19.200000000000003,,
6.5,19.5,,
6.6000000000000005,19.8,,
6.7,20.1,,
6.800000000000001,20.400000000000002,,
6.9,20.700000000000003,,
7.0,21.0,,
7.1000000000000005,21.3,,
7.2,21.6,,
7.300000000000001,21.900000000000002,,
7.4,22.200000000000003,,
7.5,22.5,,
7.6000000000000005,22.8,,
7.7,23.1,,
7.800000000000001,23.400000000000002,,
7.9,23.700000000000003,,
8.0,24.0,,
8.1,24.299999999999997,,
8.200000000000001,24.6,,
8.3,24.900000000000002,,
8.4,25.200000000000003,,
8.5,25.5,,
8.6,25.799999999999997,,
8.700000000000001,26.1,,
8.8,26.400000000000002,,
8.9,26.700000000000003,,
9.0,27.0,,
9.1,27.299999999999997,,
9.200000000000001,27.6,,
9.3,27.900000000000002,,
9.4,28.200000000000003,,
9.5,28.5,,
9.600000000000001,28.800000000000004,,
9.700000000000001,29.1,,
9.8,29.400000000000002,,
9.9,29.700000000000003,,
10.0,30.0,,
10.100000000000001,29.9975,,
10.200000000000001,29.99,,
10.3,29.9775,,
10.4,29.96,,
10.5,29.9375,,
10.600000000000001,29.91,,
10.700000000000001,29.877499999999998,,
10.8,29.84,,
10.9,29.7975,,
11.0,29.75,,
11.100000000000001,29.697499999999998,,
11.200000000000001,29.64,,
11.3,29.5775,,
11.4,29.51,,
11.5,29.4375,,
11.600000000000001,29.36,,
11.700000000000001,29.2775,,
11.8,29.19,,
11.9,29.0975,,
12.0,29.0,,
12.100000000000001,28.897499999999997,,
12.200000000000001,28.79,,
12.3,28.677500000000002,,
12.4,28.560000000000002,,
12.5,28.4375,,
12.600000000000001,28.31,,
12.700000000000001,28.1775,,
12.8,28.040000000000003,,
12.9,27.8975,,
13.0,27.75,,
13.100000000000001,27.597499999999997,,
13.200000000000001,27.439999999999998,,
13.3,27.277500000000003,,
13.4,27.11,,
13.5,26.9375,,
13.600000000000001,26.759999999999998,,
13.700000000000001,26.577499999999997,,
13.8,26.39,,
13.9,26.1975,,
14.0,26.0,,
14.100000000000001,25.797500000000007,,
14.200000000000001,25.589999999999996,,
14.3,25.3775,,
14.4,25.159999999999993,,
14.5,24.9375,,
14.600000000000001,24.710000000000004,,
14.700000000000001,24.477499999999996,,
14.8,24.240000000000002,,
14.9,23.99749999999999,,
15.0,23.75,,
15.100000000000001,23.497500000000006,,
15.200000000000001,23.239999999999995,,
15.3,22.977500000000003,,
15.4,22.709999999999994,,
15.5,22.4375,,
