New Terminal Output:
1502 sensor_data.csv

30.0,30.0,25.37,52.1
30.1,29.9,24.9,50.87
30.2,29.8,25.49,49.1
30.3,29.7,26.14,47.59
30.4,29.6,24.82,49.07
30.5,29.5,24.82,48.16
30.6,29.4,26.18,48.42
30.7,29.3,25.58,47.6
30.8,29.2,24.65,47.74
30.9,29.1,25.41,45.12
31.0,29.0,24.65,47.25
31.1,28.9,24.65,45.32
31.2,28.8,25.18,47.44
31.3,28.7,23.57,43.36
31.4,28.6,23.71,46.2
31.5,28.5,24.58,43.81
31.6,28.4,24.24,42.36
31.7,28.3,25.24,42.24
31.8,28.2,24.32,42.12
31.9,28.1,23.94,42.75
32.0,28.0,26.1,42.56
32.1,27.9,24.83,40.88
32.2,27.8,25.05,41.28
32.3,27.7,23.93,43.67
32.4,27.6,24.59,42.87
32.5,27.5,25.08,41.03
32.6,27.4,24.14,40.3
32.7,27.3,25.28,40.15
32.8,27.2,24.55,40.51
32.9,27.1,24.78,38.35

148.1,30.0,,
148.2,30.0,,
148.3,30.0,,
148.4,30.0,,
148.5,30.0,,
148.6,30.0,,
148.7,30.0,,
148.8,30.0,,
148.9,30.0,,
149.0,30.0,,
149.1,30.0,,
149.2,30.0,,
149.3,30.0,,
149.4,30.0,,
149.5,30.0,,
149.6,30.0,,
149.7,30.0,,
149.8,30.0,,
149.9,30.0,,
150.0,30.0,,
