New Terminal Output:
INFO: Instrumenting arrow
INFO: Instrumenting arrow._version
INFO: Instrumenting arrow.api
INFO: Instrumenting datetime
INFO: Instrumenting arrow.arrow
INFO: Instrumenting calendar
INFO: Instrumenting locale
INFO: Instrumenting _locale
WARNING: It looks like this module is imported by a custom loader. Atheris has experimental support for this. However, it may be incompatible with certain libraries. If you experience unusual errors or poor coverage collection, try atheris.instrument_all() instead, add enable_loader_override=False to instrument_imports(), or file an issue on GitHub.
INFO: Instrumenting dateutil
INFO: Instrumenting dateutil._version
INFO: Instrumenting dateutil.tz
INFO: Instrumenting dateutil.tz.tz
INFO: Instrumenting struct
INFO: Instrumenting six
INFO: Instrumenting __future__
INFO: Instrumenting importlib.util
INFO: Instrumenting six.moves
INFO: Instrumenting dateutil.tz._common
INFO: Instrumenting dateutil.tz._factories
