New Terminal Output:
=== Features on map ===
Total features: 272
  Plot 0: FEATURE_ICE
  Plot 1: FEATURE_ICE
  Plot 2: FEATURE_ICE
  Plot 3: FEATURE_ICE
  Plot 4: FEATURE_ICE
  Plot 5: FEATURE_ICE
  Plot 6: FEATURE_ICE
  Plot 7: FEATURE_ICE
  Plot 8: FEATURE_ICE
  Plot 9: FEATURE_ICE
  Plot 10: FEATURE_ICE
  Plot 11: FEATURE_ICE
  Plot 12: FEATURE_ICE
  Plot 13: FEATURE_ICE
  Plot 15: FEATURE_ICE
  Plot 16: FEATURE_ICE
  Plot 17: FEATURE_ICE
  Plot 18: FEATURE_ICE
  Plot 19: FEATURE_ICE
  Plot 20: FEATURE_ICE

=== Resources on map ===
Total resources: 0
