New Terminal Output:
148.1,29.92,0.03,cruise,,,
148.2,29.92,0.03,cruise,,,
148.3,29.92,0.03,cruise,,,
148.4,29.93,0.03,cruise,,,
148.5,29.93,0.03,cruise,,,
148.6,29.93,0.02,cruise,,,
148.7,29.93,0.02,cruise,,,
148.8,29.94,0.02,cruise,,,
148.9,29.94,0.02,cruise,,,
149.0,29.94,0.02,cruise,,,
149.1,29.94,0.02,cruise,,,
149.2,29.94,0.02,cruise,,,
149.3,29.95,0.02,cruise,,,
149.4,29.95,0.02,cruise,,,
149.5,29.95,0.02,cruise,,,
149.6,29.95,0.02,cruise,,,
149.7,29.95,0.02,cruise,,,
149.8,29.96,0.02,cruise,,,
149.9,29.96,0.02,cruise,,,
150.0,29.96,0.02,cruise,,,
