New Terminal Output:
26.8,34.6,-0.5,cruise,,,
26.9,34.5,-0.5,cruise,,,
27.0,34.5,-0.5,cruise,,,
27.1,34.5,-0.5,cruise,,,
27.2,34.4,-0.5,cruise,,,
27.3,34.4,-0.5,cruise,,,
27.4,34.3,-0.5,cruise,,,
27.5,34.3,-0.5,cruise,,,
27.6,34.2,-0.5,cruise,,,
27.7,34.2,-0.5,cruise,,,
27.8,34.1,-0.5,cruise,,,
27.9,34.1,-0.5,cruise,,,
28.0,34.0,-0.5,cruise,,,
28.1,34.0,-0.5,cruise,,,
28.2,33.9,-0.5,cruise,,,
28.3,33.9,-0.4,cruise,,,
28.4,33.8,-0.4,cruise,,,
28.5,33.8,-0.4,cruise,,,
28.6,33.8,-0.4,cruise,,,
28.7,33.7,-0.4,cruise,,,
28.8,33.7,-0.4,cruise,,,
28.9,33.6,-0.4,cruise,,,
29.0,33.6,-0.4,cruise,,,
29.1,33.5,-0.4,cruise,,,
29.2,33.5,-0.4,cruise,,,
29.3,33.5,-0.4,cruise,,,
29.4,33.4,-0.4,cruise,,,
29.5,33.4,-0.4,cruise,,,
29.6,33.3,-0.4,cruise,,,
29.7,33.3,-0.4,cruise,,,
29.8,33.3,-0.4,cruise,,,
29.9,33.2,-0.4,cruise,,,
30.0,33.2,-8.0,follow,-7.66,52.10,6.68
30.1,32.4,3.0,follow,-7.69,50.87,6.81
30.2,32.7,-8.0,follow,-9.91,49.10,6.83
30.3,31.9,3.0,follow,-10.22,47.59,8.30
30.4,32.2,3.0,follow,-9.19,49.07,6.67
30.5,32.5,-8.0,follow,-10.55,48.16,6.29
30.6,31.7,3.0,follow,-9.09,48.42,8.81
30.7,32.0,-8.0,follow,-10.36,47.60,7.44
30.8,31.2,3.0,follow,-9.02,47.74,7.32
