New Terminal Output:
39.8,37.14,3.0,follow,26.99,38.27,3.15
39.9,37.44,3.0,follow,28.07,37.64,2.98
40.0,36.64,-8.0,emergency,,38.37,3.02
40.1,35.84,-8.0,emergency,,34.01,3.05
40.2,36.14,3.0,follow,24.18,39.58,3.47
40.3,36.44,3.0,follow,27.12,37.09,3.08
40.4,36.74,3.0,follow,26.17,38.49,3.25
40.5,37.04,3.0,follow,29.02,36.09,3.07
40.6,37.34,3.0,follow,27.63,37.93,3.47
40.7,36.54,-8.0,emergency,,36.07,3.16
40.8,36.84,3.0,follow,28.26,36.55,3.14
40.9,37.14,3.0,follow,25.87,39.39,3.23
41.0,36.34,-8.0,emergency,,37.04,2.9
41.1,36.64,3.0,follow,27.02,37.49,3.22
41.2,36.94,3.0,follow,26.74,38.22,3.21
41.3,37.24,3.0,follow,27.61,37.8,3.64
41.4,37.54,3.0,follow,28.44,37.42,2.95
41.5,37.84,3.0,follow,28.65,37.66,2.99
41.6,38.14,3.0,follow,26.82,39.94,3.03
41.7,37.34,-8.0,emergency,,37.19,2.81
41.8,37.64,3.0,follow,28.54,37.47,3.18
