New Terminal Output:

root@d6ea14a06f21:~# wc -l /root/results.csv
91 /root/results.csv
root@d6ea14a06f21:~# tail -20 /root/results.csv
2019-07-04T19:45:16.204555,10
2019-07-04T19:46:49.148941,20
2019-07-04T19:47:50.513941,48
2019-07-04T19:48:49.676847,20
2019-07-04T19:49:09.431029,62
2019-07-04T19:50:35.938941,12
2019-07-04T19:51:19.931581,60
2019-07-04T19:52:17.349258,34
2019-07-04T19:52:45.251388,20
2019-07-04T19:53:21.585579,34
2019-07-04T19:53:47.157583,38
2019-07-04T19:54:19.875324,8
2019-07-04T19:54:58.964555,6
2019-07-04T19:56:02.284555,78
2019-07-04T19:57:01.914555,6
2019-07-04T19:57:50.652040,6
2019-07-04T19:58:03.485579,26
2019-07-04T19:58:28.996093,6
2019-07-04T19:58:51.528663,28
2019-07-04T19:59:47.000503,20
root@d6ea14a06f21:~#
