New Terminal Output:
127.90,21.71,3.00,follow,28.65,71.21,
128.00,22.01,3.00,follow,29.07,72.08,
128.10,22.31,3.00,follow,29.43,72.89,
128.20,22.61,3.00,follow,29.63,73.54,
128.30,22.91,3.00,follow,29.89,74.25,
128.40,23.21,3.00,follow,30.12,74.93,
128.50,23.51,3.00,follow,30.21,75.47,
128.60,23.81,3.00,follow,30.52,76.23,
128.70,24.11,3.00,follow,30.73,76.90,
128.80,24.41,3.00,follow,30.82,77.43,
128.90,24.71,3.00,follow,30.91,77.97,
129.00,25.01,3.00,follow,30.97,78.48,
129.10,25.31,3.00,follow,30.81,78.77,
129.20,25.61,3.00,follow,30.78,79.19,
129.30,25.91,3.00,follow,30.67,79.54,
129.40,26.21,3.00,follow,30.51,79.82,
129.50,26.51,3.00,follow,30.39,80.15,
129.60,26.81,3.00,follow,30.42,80.63,
129.70,27.11,3.00,follow,30.32,80.98,
129.80,27.41,3.00,follow,30.07,81.19,
