New Terminal Output:
57.90,24.93,-0.93,follow,-0.06,47.34,211.87
58.00,24.84,0.95,follow,0.11,47.37,
58.10,24.94,-0.43,follow,0.02,47.42,
58.20,24.89,1.27,follow,0.22,47.55,
58.30,25.02,-1.56,follow,-0.07,47.46,50.04
58.40,24.86,2.52,follow,0.34,47.63,
58.50,25.11,-3.00,follow,-0.20,47.48,30.15
58.60,24.81,2.66,follow,0.26,47.48,
58.70,25.08,-1.99,follow,-0.10,47.52,
58.80,24.88,1.98,follow,0.23,47.55,
58.90,25.08,-1.97,follow,-0.12,47.50,86.50
59.00,24.88,1.69,follow,0.17,47.49,1123.33
59.10,25.05,-1.69,follow,-0.13,47.45,112.70
59.20,24.88,1.23,follow,0.10,47.42,147.19
59.30,25.00,-0.66,follow,-0.02,47.48,
59.40,24.94,0.80,follow,0.11,47.52,
59.50,25.02,-0.99,follow,-0.07,47.46,88.07
59.60,24.92,1.34,follow,0.16,47.54,
59.70,25.05,-0.97,follow,-0.03,47.55,
59.80,24.96,1.32,follow,0.19,47.62,
