New Terminal Output:
69.8,28.3,28.17,38.09
69.9,28.3,29.35,36.05
70.0,28.45,26.97,35.62
70.1,28.45,27.86,37.35
70.2,28.45,28.4,38.06
70.3,28.45,28.47,37.54
70.4,28.45,28.09,37.84
70.5,28.6,29.03,35.92
70.6,28.6,27.62,35.17
70.7,28.6,28.45,38.38
70.8,28.6,28.7,36.37
70.9,28.75,29.07,36.45
71.0,28.75,29.28,38.17
71.1,28.75,27.73,37.32
71.2,28.75,27.41,37.2
71.3,28.75,29.87,39.08
71.4,28.9,29.09,35.99
71.5,28.9,28.18,37.71
71.6,28.9,30.21,36.74
71.7,28.9,29.0,36.98
71.8,29.05,29.95,38.36
71.9,29.05,29.03,37.23
72.0,29.05,30.79,37.25
72.1,29.05,30.56,37.84
72.2,29.05,28.85,36.25
72.3,29.2,29.95,35.74
72.4,29.2,29.69,35.5
72.5,29.2,30.37,34.48
72.6,29.2,28.35,38.9
72.7,29.35,29.83,35.43
72.8,29.35,30.2,36.38
72.9,29.35,27.75,36.32
73.0,29.35,28.29,36.95
73.1,29.35,27.57,37.51
73.2,29.5,29.16,37.56
73.3,29.5,30.06,35.96
73.4,29.5,30.8,36.41
73.5,29.5,29.57,36.9
73.6,29.65,30.97,36.32
73.7,29.65,28.35,38.34
73.8,29.65,28.09,37.11
73.9,29.65,29.58,37.38
74.0,29.65,30.01,37.29
74.1,29.8,29.67,37.86
74.2,29.8,27.89,36.76
74.3,29.8,29.69,35.13
74.4,29.8,28.63,36.99
74.5,29.95,30.43,35.84
74.6,29.95,30.2,35.95
74.7,29.95,29.06,37.17
74.8,29.95,29.47,37.88
74.9,29.95,29.02,36.54
75.0,30.0,29.94,36.86
75.1,30.0,30.89,38.38
75.2,30.0,29.18,36.78
75.3,30.0,30.56,39.38
75.4,30.0,29.65,37.16
75.5,30.0,29.45,34.62
75.6,30.0,30.1,37.4
75.7,30.0,29.29,37.01
75.8,30.0,29.77,38.03
75.9,30.0,29.21,37.38
76.0,30.0,32.12,36.52
76.1,30.0,30.4,35.35
76.2,30.0,29.76,36.51
76.3,30.0,30.63,35.84
76.4,30.0,30.37,36.18
76.5,30.0,30.3,37.52
76.6,30.0,31.09,38.77
76.7,30.0,31.26,37.41
76.8,30.0,30.11,35.7
76.9,30.0,30.1,37.58
77.0,30.0,30.42,38.48
77.1,30.0,28.58,36.54
77.2,30.0,29.33,37.14
77.3,30.0,32.03,37.38
77.4,30.0,32.32,36.56
77.5,30.0,30.6,38.25
77.6,30.0,31.4,37.46
77.7,30.0,31.19,38.16
77.8,30.0,33.79,36.77
77.9,30.0,32.01,37.37
78.0,30.0,30.88,38.79
78.1,30.0,30.14,37.64
78.2,30.0,29.57,40.15
78.3,30.0,31.29,37.82
78.4,30.0,30.42,38.65
78.5,30.0,29.84,39.58
78.6,30.0,30.59,36.98
78.7,30.0,30.22,36.69
78.8,30.0,32.85,37.08
78.9,30.0,32.13,40.47
79.0,30.0,31.32,38.47
79.1,30.0,32.76,42.26
79.2,30.0,31.47,38.72
79.3,30.0,30.62,39.75
79.4,30.0,32.91,41.51
79.5,30.0,32.01,42.22
79.6,30.0,30.55,42.44
79.7,30.0,31.39,41.57
79.8,30.0,30.77,41.52
