New Terminal Output:
0704.0117v1.pdf -> trapped_ion_and_qc
0707.1221v1.pdf -> trapped_ion_and_qc
0707.3224v1.pdf -> LLM
0710.4345v1.pdf -> black_hole
0711.1406v1.pdf -> LLM
0809.1063v1.pdf -> DNA
0810.0078v2.pdf -> black_hole
0901.0603v2.pdf -> black_hole
0905.4129v3.pdf -> black_hole
0907.2248v2.pdf -> LLM
0907.4819v1.pdf -> DNA
1002.2759v1.pdf -> DNA
1011.5614v2.pdf -> trapped_ion_and_qc
1101.5182v2.pdf -> DNA
1109.4653v1.pdf -> music_history
1202.2518v4.pdf -> LLM
1205.5651v1.pdf -> music_history
1210.7091v2.pdf -> DNA
1306.5298v2.pdf -> LLM
1308.3843v1.pdf -> DNA
1309.3658v2.pdf -> DNA
1311.5931v2.pdf -> LLM
1312.2849v3.pdf -> LLM
1401.4725v1.pdf -> DNA
1402.5127v3.pdf -> LLM
1403.1523v2.pdf -> DNA
1403.4513v1.pdf -> music_history
1404.2126v1.pdf -> black_hole
1411.1974v2.pdf -> trapped_ion_and_qc
1501.07133v2.pdf -> DNA
1502.05417v1.pdf -> LLM
1502.07298v1.pdf -> trapped_ion_and_qc
1511.08445v1.pdf -> DNA
1607.00266v1.pdf -> trapped_ion_and_qc
1609.05333v2.pdf -> DNA
1708.07404v3.pdf -> LLM
1712.05683v3.pdf -> trapped_ion_and_qc
1804.04839v1.pdf -> DNA
1807.00924v2.pdf -> trapped_ion_and_qc
1808.04531v1.pdf -> black_hole
1901.01045v1.pdf -> LLM
1901.01149v1.pdf -> LLM
1902.00206v1.pdf -> LLM
1904.04178v1.pdf -> LLM
1904.10193v2.pdf -> LLM
1907.04292v1.pdf -> music_history
1908.10275v1.pdf -> music_history
1909.05563v1.pdf -> LLM
1909.06259v1.pdf -> music_history
1911.10219v2.pdf -> black_hole
2005.11841v3.pdf -> DNA
2007.07950v2.pdf -> trapped_ion_and_qc
2011.02460v1.pdf -> LLM
2012.02117v1.pdf -> black_hole
2103.05832v2.pdf -> trapped_ion_and_qc
2105.03431v1.pdf -> DNA
2205.14860v1.pdf -> trapped_ion_and_qc
2206.06546v1.pdf -> trapped_ion_and_qc
2206.07754v1.pdf -> music_history
2207.01964v4.pdf -> trapped_ion_and_qc
bash: [488: 1 (255)] tcsetattr: Inappropriate ioctl for device
